,Unnamed: 0,product_id,product_name.1,aisle_id,department_id,nid,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,group
246,246,12011,12 Grain Bread,112,3,295,"Bread, white wheat",100 g,238,2.2g,0.6g,0,478.00 mg,8.1 mg,127.00 mcg,49.00 mcg,4.455 mg,0.455 mg,0.255 mg,0.510 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,25.00 mcg,0,0.00 mcg,0.080 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,7.7 mcg,684.00 mg,0.149 mg,4.89 mg,26.00 mg,0.634 mg,103.00 mg,127.00 mg,16.1 mcg,0.95 mg,10.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91 g,9.2 g,5.00 g,2.70 g,0.00 g,1.50 g,0.00 g,0.80 g,0.00 g,2.15 g,0.630 g,0.393 g,0.973 g,0.00 mg,0.0 g,3.69 g,0.00 mg,0.00 mg,39.60 g,3
247,247,24235,Honey Wheat Enriched Bread,112,3,295,"Bread, white wheat",100 g,238,2.2g,0.6g,0,478.00 mg,8.1 mg,127.00 mcg,49.00 mcg,4.455 mg,0.455 mg,0.255 mg,0.510 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,25.00 mcg,0,0.00 mcg,0.080 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,7.7 mcg,684.00 mg,0.149 mg,4.89 mg,26.00 mg,0.634 mg,103.00 mg,127.00 mg,16.1 mcg,0.95 mg,10.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91 g,9.2 g,5.00 g,2.70 g,0.00 g,1.50 g,0.00 g,0.80 g,0.00 g,2.15 g,0.630 g,0.393 g,0.973 g,0.00 mg,0.0 g,3.69 g,0.00 mg,0.00 mg,39.60 g,3
248,248,34213,Great White Bread,112,3,295,"Bread, white wheat",100 g,238,2.2g,0.6g,0,478.00 mg,8.1 mg,127.00 mcg,49.00 mcg,4.455 mg,0.455 mg,0.255 mg,0.510 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,25.00 mcg,0,0.00 mcg,0.080 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,7.7 mcg,684.00 mg,0.149 mg,4.89 mg,26.00 mg,0.634 mg,103.00 mg,127.00 mg,16.1 mcg,0.95 mg,10.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91 g,9.2 g,5.00 g,2.70 g,0.00 g,1.50 g,0.00 g,0.80 g,0.00 g,2.15 g,0.630 g,0.393 g,0.973 g,0.00 mg,0.0 g,3.69 g,0.00 mg,0.00 mg,39.60 g,3
249,249,45064,Honey Wheat Bread,112,3,295,"Bread, white wheat",100 g,238,2.2g,0.6g,0,478.00 mg,8.1 mg,127.00 mcg,49.00 mcg,4.455 mg,0.455 mg,0.255 mg,0.510 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,25.00 mcg,0,0.00 mcg,0.080 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,7.7 mcg,684.00 mg,0.149 mg,4.89 mg,26.00 mg,0.634 mg,103.00 mg,127.00 mg,16.1 mcg,0.95 mg,10.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91 g,9.2 g,5.00 g,2.70 g,0.00 g,1.50 g,0.00 g,0.80 g,0.00 g,2.15 g,0.630 g,0.393 g,0.973 g,0.00 mg,0.0 g,3.69 g,0.00 mg,0.00 mg,39.60 g,3
250,250,7090,Ciabatta,112,3,295,"Bread, white wheat",100 g,238,2.2g,0.6g,0,478.00 mg,8.1 mg,127.00 mcg,49.00 mcg,4.455 mg,0.455 mg,0.255 mg,0.510 mg,4.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,25.00 mcg,0,0.00 mcg,0.080 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,7.7 mcg,684.00 mg,0.149 mg,4.89 mg,26.00 mg,0.634 mg,103.00 mg,127.00 mg,16.1 mcg,0.95 mg,10.66 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91 g,9.2 g,5.00 g,2.70 g,0.00 g,1.50 g,0.00 g,0.80 g,0.00 g,2.15 g,0.630 g,0.393 g,0.973 g,0.00 mg,0.0 g,3.69 g,0.00 mg,0.00 mg,39.60 g,3
251,251,17419,Sprouted Whole Wheat Bread,112,3,1315,"Bread, sprouted, wheat",100 g,188,0g,,0,474.00 mg,14.9 mg,0.00 mcg,0.00 mcg,2.330 mg,0,0.079 mg,0.233 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,0.193 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,1.1 mcg,0.00 mg,0.208 mg,1.89 mg,66.00 mg,0,176.00 mg,198.00 mg,30.0 mcg,1.25 mg,13.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88 g,5.3 g,2.63 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,2.08 g,0.00 mg,0.00 mg,50.88 g,1
252,252,18027,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3,1315,"Bread, sprouted, wheat",100 g,188,0g,,0,474.00 mg,14.9 mg,0.00 mcg,0.00 mcg,2.330 mg,0,0.079 mg,0.233 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,0.193 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,1.1 mcg,0.00 mg,0.208 mg,1.89 mg,66.00 mg,0,176.00 mg,198.00 mg,30.0 mcg,1.25 mg,13.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88 g,5.3 g,2.63 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,2.08 g,0.00 mg,0.00 mg,50.88 g,1
253,253,29996,"Bread, Sprouted Grain & Seed Loaf, Genesis 1:29",112,3,1315,"Bread, sprouted, wheat",100 g,188,0g,,0,474.00 mg,14.9 mg,0.00 mcg,0.00 mcg,2.330 mg,0,0.079 mg,0.233 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,0.193 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,1.1 mcg,0.00 mg,0.208 mg,1.89 mg,66.00 mg,0,176.00 mg,198.00 mg,30.0 mcg,1.25 mg,13.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88 g,5.3 g,2.63 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,2.08 g,0.00 mg,0.00 mg,50.88 g,1
254,254,33195,7 Sprouted Grains Bread,112,3,1315,"Bread, sprouted, wheat",100 g,188,0g,,0,474.00 mg,14.9 mg,0.00 mcg,0.00 mcg,2.330 mg,0,0.079 mg,0.233 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,0.193 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,1.1 mcg,0.00 mg,0.208 mg,1.89 mg,66.00 mg,0,176.00 mg,198.00 mg,30.0 mcg,1.25 mg,13.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88 g,5.3 g,2.63 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,2.08 g,0.00 mg,0.00 mg,50.88 g,1
255,255,36606,Sprouted Multi-Grain Bread,112,3,1315,"Bread, sprouted, wheat",100 g,188,0g,,0,474.00 mg,14.9 mg,0.00 mcg,0.00 mcg,2.330 mg,0,0.079 mg,0.233 mg,4.00 IU,0.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,0.193 mg,0.0 mg,0.00 IU,0.34 mg,0.34 mg,1.1 mcg,0.00 mg,0.208 mg,1.89 mg,66.00 mg,0,176.00 mg,198.00 mg,30.0 mcg,1.25 mg,13.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.88 g,5.3 g,2.63 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,2.08 g,0.00 mg,0.00 mg,50.88 g,1
256,256,117,Petit Suisse Fruit,2,16,1366,"Yogurt, whole milk, fruit, Greek",100 g,106,3g,1.6g,10mg,37.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.205 mg,0.394 mg,0.235 mg,0.046 mg,162.00 IU,46.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,7.00 mcg,0,0.50 mcg,0.049 mg,0.0 mg,0.00 IU,0.07 mg,0.07 mg,0.3 mcg,100.00 mg,0.019 mg,0.00 mg,10.00 mg,0.036 mg,109.00 mg,113.00 mg,9.6 mcg,0.41 mg,7.33 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29 g,0.0 g,12.00 g,0,0,0,0,0,0,3.00 g,1.599 g,1.265 g,0.219 g,10.00 mg,0.0 g,0.56 g,0.00 mg,0.00 mg,76.81 g,5
257,257,17207,Non Fat Greek Yogurt,120,16,1366,"Yogurt, whole milk, fruit, Greek",100 g,106,3g,1.6g,10mg,37.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.205 mg,0.394 mg,0.235 mg,0.046 mg,162.00 IU,46.00 mcg,0.00 mcg,7.00 mcg,0.00 mcg,7.00 mcg,0,0.50 mcg,0.049 mg,0.0 mg,0.00 IU,0.07 mg,0.07 mg,0.3 mcg,100.00 mg,0.019 mg,0.00 mg,10.00 mg,0.036 mg,109.00 mg,113.00 mg,9.6 mcg,0.41 mg,7.33 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29 g,0.0 g,12.00 g,0,0,0,0,0,0,3.00 g,1.599 g,1.265 g,0.219 g,10.00 mg,0.0 g,0.56 g,0.00 mg,0.00 mg,76.81 g,5
258,258,389,Mache Blend,123,4,605,"Spinach, raw",100 g,23,0.4g,0.1g,0,79.00 mg,19.3 mg,194.00 mcg,0.00 mcg,0.724 mg,0.065 mg,0.189 mg,0.078 mg,9377.00 IU,469.00 mcg,0.00 mcg,5626.00 mcg,0.00 mcg,12198.00 mcg,0,0.00 mcg,0.195 mg,28.1 mg,0.00 IU,2.03 mg,2.03 mg,482.9 mcg,99.00 mg,0.130 mg,2.71 mg,79.00 mg,0.897 mg,49.00 mg,558.00 mg,1.0 mcg,0.53 mg,2.86 g,0.142 g,0.162 g,0.240 g,0.035 g,0.343 g,0.134 g,0.064 g,0,0.147 g,0.223 g,0.174 g,0.053 g,0.129 g,0.112 g,0.104 g,0.122 g,0.039 g,0.108 g,0.161 g,3.63 g,2.2 g,0.42 g,0.15 g,0.10 g,0.11 g,0.00 g,0.00 g,0.07 g,0.39 g,0.063 g,0.010 g,0.165 g,0.00 mg,0.0 g,1.72 g,0.00 mg,0.00 mg,91.40 g,0
259,259,1199,YoTot Organic Raspberry Pear Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
260,260,1347,Organic Raspberry Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
261,261,1559,Cherry Pomegranate Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
262,262,1577,Unsweetened Whole Milk Peach Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
263,263,3126,Oreo Cookie n' Cream Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
264,264,8490,Strawberry Rhubarb Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
265,265,10374,Flip Peanut Butter Dream Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
266,266,10768,Organic Raspberry Lowfat Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
267,267,12060,Unsweetened Whole Milk Mixed Berry Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
268,268,17183,Peach Yoghurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
269,269,17758,Strawberry Rhubarb Yoghurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
270,270,21527,Unsweetened Whole Milk Blueberry Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
271,271,22124,Total 0% Raspberry Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
272,272,23296,Blueberry on the Bottom Nonfat Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
273,273,33548,Peach on the Bottom Nonfat Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
274,274,33791,Raspberry on the Bottom Nonfat Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
275,275,35050,Unsweetened Whole Milk Strawberry Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
276,276,36865,Non Fat Raspberry Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
277,277,37754,Organic Blended Raspberry Whole Milk Greek Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
278,278,40198,Blueberry Yoghurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
279,279,46886,Raspberry Yoghurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
280,280,47409,Original Red Raspberry Yogurt,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
281,281,49628,Yoghurt Blueberry,120,16,1144,SILK Raspberry soy yogurt,100 g,88,1.2g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,17.6 mg,0,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65 g,0.6 g,12.94 g,0,0,0,0,0,0,1.18 g,0.000 g,0,0,0.00 mg,0,1.24 g,0,0,77.59 g,5
282,282,8516,Ancient Grain Granola Cranberry Pecan,57,14,1,"Nuts, pecans",100 g,691,72g,6.2g,0,0.00 mg,40.5 mg,22.00 mcg,0.00 mcg,1.167 mg,0.863 mg,0.130 mg,0.660 mg,56.00 IU,3.00 mcg,0.00 mcg,29.00 mcg,9.00 mcg,17.00 mcg,0,0.00 mcg,0.210 mg,1.1 mg,0.00 IU,1.40 mg,1.40 mg,3.5 mcg,70.00 mg,1.200 mg,2.53 mg,121.00 mg,4.500 mg,277.00 mg,410.00 mg,3.8 mcg,4.53 mg,9.17 g,0.397 g,1.177 g,0.929 g,0.152 g,1.829 g,0.453 g,0.262 g,0,0.336 g,0.598 g,0.287 g,0.183 g,0.426 g,0.363 g,0.474 g,0.306 g,0.093 g,0.215 g,0.411 g,13.86 g,9.6 g,3.97 g,0.04 g,0,0.04 g,0.00 g,0.00 g,3.90 g,71.97 g,6.180 g,40.801 g,21.614 g,0.00 mg,0.0 g,1.49 g,0.00 mg,0.00 mg,3.52 g,0
283,283,7179,Chopped Pecans,117,19,1,"Nuts, pecans",100 g,691,72g,6.2g,0,0.00 mg,40.5 mg,22.00 mcg,0.00 mcg,1.167 mg,0.863 mg,0.130 mg,0.660 mg,56.00 IU,3.00 mcg,0.00 mcg,29.00 mcg,9.00 mcg,17.00 mcg,0,0.00 mcg,0.210 mg,1.1 mg,0.00 IU,1.40 mg,1.40 mg,3.5 mcg,70.00 mg,1.200 mg,2.53 mg,121.00 mg,4.500 mg,277.00 mg,410.00 mg,3.8 mcg,4.53 mg,9.17 g,0.397 g,1.177 g,0.929 g,0.152 g,1.829 g,0.453 g,0.262 g,0,0.336 g,0.598 g,0.287 g,0.183 g,0.426 g,0.363 g,0.474 g,0.306 g,0.093 g,0.215 g,0.411 g,13.86 g,9.6 g,3.97 g,0.04 g,0,0.04 g,0.00 g,0.00 g,3.90 g,71.97 g,6.180 g,40.801 g,21.614 g,0.00 mg,0.0 g,1.49 g,0.00 mg,0.00 mg,3.52 g,0
284,284,14111,"Light, Very Vanilla",120,16,1025,"SILK Very Vanilla, soymilk",100 g,53,1.7g,0.2g,0,58.00 mg,0,10.00 mcg,0,0,0,0.210 mg,0,412.00 IU,0,0,0,0,0,0,1.23 mcg,0,8.6 mg,49.00 IU,0,0,0,144.00 mg,0,0.44 mg,16.00 mg,0,0,123.00 mg,2.3 mcg,0.62 mg,2.47 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82 g,0.4 g,6.58 g,0,0,0,0,0,0,1.65 g,0.206 g,0,0,0.00 mg,0,0.65 g,0,0,87.41 g,5
285,285,34049,Broccolini,83,4,534,"Sugars, brown",100 g,380,0g,,0,28.00 mg,2.3 mg,1.00 mcg,0.00 mcg,0.110 mg,0.132 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.041 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,83.00 mg,0.047 mg,0.71 mg,9.00 mg,0.064 mg,4.00 mg,133.00 mg,1.2 mcg,0.03 mg,0.12 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09 g,0.0 g,97.02 g,1.11 g,0.00 g,1.35 g,0.00 g,0.00 g,94.56 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.45 g,0.00 mg,0.00 mg,1.34 g,0
