product_id,product_name,aisle_id,department_id,nid
11943,Mixed Apple Slices,123,4,335
11944,Danimals Smoothie Cotton Candy Flavor,120,16,5365
11946,Lowfat Strawberry Goat Milk Yogurt,120,16,130
11972,Black Cherry Dairy-Free Yogurt Alternative,120,16,2473
11974,Goat Milk Yogurt Vanilla,120,16,130
11980,Heritage Flakes Cereal,121,14,470
11983,Simply 100 Strawberry Blended Non-Fat Greek Yogurt,120,16,2242
11990,B Complex 50 High Potency,47,11,1378
11992,Organic Carrots & Ranch Dip,123,4,1734
12002,Sesame Flatbreads,128,3,23
12004,Organic Colorado Cracked Wheat Bread,112,3,3318
12006,Original Ravioli,42,1,516
12008,Plain Organic Coconut Milk Yogurt,120,16,130
12010,Methyl B12 Lozenges 1000mcg,47,11,7221
12011,12 Grain Bread,112,3,295
12015,Asparagus Spears,83,4,530
12016,Organic Bran Flakes Cereal,121,14,5452
12023,Toasted Coconut Chips Original Recipe,117,19,2883
12026,Organic Russian Banana Fingerling Potatoes,83,4,697
12035,Classic Coleslaw Salad,123,4,1156
12037,"Granola, Organic, Currant Walnut",121,14,223
12041,Amazin Prunes Pitted Orange Essence,117,19,2291
12055,"Salad Kit, Endless Summer",123,4,2230
12059,Cacao Almondmilk,91,16,232
12060,Unsweetened Whole Milk Mixed Berry Greek Yogurt,120,16,1144
12067,B12 1000mcg Liquid Sublingual Drops Raspberry Flavor,47,11,6285
12069,Organic Campari Cocktail Tomatoes,123,4,4374
12071,Little Gems Sweet Lettuce,83,4,1176
12072,Basil Stir-In Paste,123,4,194
12080,Sourdough Cracked Wheat Bread,112,3,179
12081,Soft Rye Loaf Bread,112,3,179
12090,Organic Flaxseed Granola,57,14,199
12099,Honey Greek Yogurt,120,16,1056
12102,Super Omega 3 Gems 500mg EPA & DHA Fish Oil 1000 Mg Softgels,47,11,7211
12107,Peppered Turkey Breast,96,20,1661
12122,Chocolate Flavored Low Fat Milk 1%,84,16,7345
12124,Organic Strawberry Greek Yogurt,120,16,1056
12130,Premium Chunk White Albacore in Water Tuna,95,15,4524
12141,Deli Fresh Bold Italian Style Herb Turkey Breast,96,20,2801
12146,Duck Mousse with Port Wine,96,20,4977
12149,Grade AA Extra Large Eggs,86,16,2364
12151,Sheep Milk Original Plain Kefir,2,16,1276
12153,"GemWraps, Mango Chipotle",128,3,1493
12159,Light Red Raspberry Yogurt,120,16,1144
12165,Pummelo,24,4,673
12182,Crispy Freeze Dried Bananas,117,19,2035
12195,"Monviso, California Heirloom Fresh Peeled Garlic",123,4,6001
12203,Camembert Soft Ripened,2,16,8
12210,Organic Bunashimeji Mushrooms,123,4,88
12218,Classic Wheat Bread,112,3,3318
12220,Traditional Style Pink Salmon,95,15,1264
12237,Organic Sour Rye Bread,112,3,3318
12240,Vanilla Protein Almond Milk,91,16,2471
12244,Cinnamon & Sugar Pumpkin Seeds,117,19,801
12251,"Santa Barbara Fresh European Style Salad Blend Escarole, Endive, Radicchio",123,4,6962
12254,Organic Cherries,123,4,647
12261,Lightly Salted Made W/Pure Sea Salt Cocktail Peanuts,117,19,7427
12271,Smoked Pulled Pork,96,20,762
12285,Chunk Light Tuna in Water Pouch,95,15,762
12290,Brie,2,16,570
12299,Dried Blueberries,117,19,758
12311,Lightly Salted Cashew Halves & Pieces,117,19,194
12315,Dairy Free Hazelnut Coconut Milk Creamer,91,16,3263
12317,B Complex 100 High Potency Vegetarian,47,11,8770
12318,Multivitamin/Multimineral Supplement Tablets for Women,47,11,5246
12326,Anchovy Fillets in Olive Oil,95,15,4508
12331,Wild Sardines in Extra Virgin Olive Oil with Lemon,95,15,3808
12335,100% Natural Spirulina Powder,47,11,1950
12336,Organic Vanilla Bean Whole Milk Yogurt,120,16,1145
12338,Vitamin C 1000mg,47,11,213
12346,Sliced Deli Roast Beef,96,20,335
12356,Vitamin D3 in Extra Virgin Olive Oil 2500 IU Softgels,47,11,5767
12357,Purple Cauliflower,83,4,1244
12359,Unsweetened Cinnamon Raisin Muesli,57,14,1144
12365,Omega-3 Purified Fish Oil Dietary Supplement,47,11,5393
12374,Belgian Chocolate Milk,84,16,1161
12376,Sourdough Demi Baguette,112,3,4977
12381,Bowls Tortilla Casserole & Black Beans,42,1,3054
12384,Organic Lactose Free 1% Lowfat Milk,91,16,4199
12388,42% Lower Sodium Provolone Sliced Cheese,2,16,6615
12392,Organic Love Crunch Granola Dark Chocolate & Red Berries,57,14,6168
12395,Plain Goat Milk Yogurt,120,16,130
12416,Pebbles Ice Cream Parlor,121,14,105
12420,100% Lactose Free 1% Milkfat Chocolate Lowfat Milk,91,16,4199
12426,Blended Vanilla Lowfat Yogurt,120,16,130
12434,Folic Acid 800 Mcg,47,11,582
12451,Cantaloupe Spears,123,4,1294
12455,Reduced Sugar Craisins,117,19,2291
12460,Organic Russet Potatoes,83,4,2927
12464,Muscat Grapes,24,4,150
12476,Raisin Bread,112,3,602
12477,Vanilla Dairy-Free Yogurt,120,16,1903
12480,Sliced Pancetta Americana,96,20,1995
12488,Jewish Rye Bread,112,3,3398
12496,Radish,83,4,548
12499,Fiber Rich Wheat Tortillas Fajita Size,128,3,5468
12508,Red Bell Pepper,83,4,568
12511,Medium Yellow Onions,123,4,568
12512,"Black Elderberry, Vegetarian Liquid Phyto-Caps",47,11,4744
12513,Light Strawberries 'n Bananas Fat Free Yogurt,120,16,3031
12515,Lychee,24,4,2330
12541,Organic Jazz Apple,24,4,799
12545,French Vanilla Coconut Milk Creamer,91,16,938
12548,Vanilla Enriched Rice Drink,91,16,2602
12550,Organic Daikon Radish Sprouts,123,4,46
12555,Navel,24,4,537
12556,Apple Cinnamon Granola Clusters,57,14,3388
12561,7 in. Gluten Free Pizza Crusts,128,3,3008
12579,Cashews,117,19,272
12583,Organic Gold Beets,83,4,427
12584,No Sugar Added Cherry Mixed Fruit,123,4,3436
12585,Organic Cucumbers,83,4,1260
12597,Organic Bakery Tortillas Whole Spelt,128,3,4914
12599,Echinacea Goldenseal Compound,47,11,161
12604,Deli Fresh Mesquite Smoked Turkey Breast Family Size,96,20,5976
12609,Halved Brussel Sprouts,123,4,46
12614,Yellow Grape Tomatoes,83,4,568
12616,Certified Organic Oranges,123,4,397
12620,Garlic Bread,112,3,162
12625,Yogurt Simply Plain,120,16,1766
12637,Cherry Echinacea Zinc Lozenges,47,11,6501
12638,Organic Potato Russet,83,4,2770
12655,Rice & Quinoa Drink Organic Original Unsweetened,91,16,6388
12662,White Meat Chicken Spread,95,15,335
12683,Dry Roasted 100 Calorie Packs Almonds,117,19,1723
12698,Stress B-Complex with Vitamin C & Zinc,47,11,5818
12703,Organic Mung-Bean Sprouts,123,4,46
12715,Organic Vanilla Lowfat Milk,84,16,7345
12734,Jalapeno Swirls,42,1,1450
12736,Solid White Longline Albacore Tuna In Water,95,15,1883
12743,Special K Chocolatey Delight Cereal,121,14,2622
12745,"Yogurt, Lowfat, Strawberry",120,16,1574
12750,Fat Free Lemon Greek Yogurt,120,16,1231
12756,Multigrain Oat Bread,112,3,288
12758,Power O's Strawberry,121,14,1867
12771,Organic Tomato,83,4,615
12775,Berries Strawberry,24,4,615
12776,Crenshaw Melon,24,4,161
12778,Organic Bread Crumbs,112,3,1785
12779,Spaghetti Squash,83,4,515
12784,Organic Cara Cara Orange,83,4,799
12787,Tootie Fruities,121,14,1821
12790,0% Fat Peach Greek Yogurt,120,16,130
12794,Cocktail Tomatoes,123,4,568
12798,Organic Nine Grain,112,3,656
12800,Canned Spam With Real Bacon,95,15,2210
12806,French Vanilla Granola,57,14,938
12808,Children's DHA Arctic Cod Liver Oil,47,11,3252
12812,Thai Coconut Nut Burger,42,1,1972
12815,Red Pearl Onions,83,4,639
12818,Multigrain Sandwich Rounds,128,3,155
12830,Arnica Montana 6C Homeopathic Pellets,47,11,7211
12839,Premium Sprouted Artisan Seven-Grain Wraps,112,3,6455
12845,Chopped Walnuts,117,19,335
12859,Peppered Salame,96,20,461
12863,"Bread, Double Fiber",112,3,564
12865,California Seedless Raisins,117,19,1196
12867,100% Organic Lignan Rich Flax Oil,47,11,3293
12879,Rotisserie Deli Shave Chicken Breast,96,20,5217
12888,Non-Dairy Low Fat Strawberry Almond  Yogurt,120,16,130
12894,Honey Nut Chex Cereal,121,14,1694
12906,Sliced Carrot Loaf,112,3,335
12926,Mediterranean Style Nonfat Yogurt,120,16,130
12927,Original Muesli Cereal,121,14,3189
12932,Super Greens Veggie Burgers,42,1,3559
12935,Organic Pasture Raised Brown Eggs,86,16,1332
12939,Jumbo Garlic,83,4,515
12941,Morning Oat Crunch,121,14,429
12951,Fruit and Nut Granola,57,14,2693
12965,Greek 100 Calories Whips! Raspberry Yogurt,120,16,6263
12968,Chocolate Cashew Milk,84,16,1419
12975,100% Baby Kale,83,4,801
12978,Omega-3 Adult,47,11,504
12980,Large Greenhouse Tomato,83,4,656
12984,Trix Cereal,121,14,615
12986,Cinnamon Multigrain Cereal,121,14,288
12996,Ginkgo Smart Maximum Focus And Memory,47,11,1495
13004,Tree Ripe Peaches,24,4,1196
13020,Maximum Strength Melatonin 5 mg,47,11,7854
13026,Organic Rainbow Kale,83,4,193
13032,Cinnamon Toast Crunch,121,14,453
13033,Grape Nut Flakes Cereal,121,14,2693
13040,Bold Sriracha Flavored Almonds,117,19,729
13041,"L-Tryptophan, 500 mg, Veg Capsules",47,11,7020
13042,with Crispy Almonds Cereal,121,14,2424
13043,Swirl Thick Slice French Toast Bread,112,3,2483
13049,Nonfat Plain Greek Yogurt,120,16,879
13050,Glazed Original Walnuts,117,19,85
13053,Whole  Cashews,117,19,396
13055,Just Once Prenatal One Multivitamin,47,11,7498
13059,Cornnuts Ranch,117,19,3785
13075,Dried Figs,117,19,535
13076,Crimini Delight Mushrooms,123,4,2522
13087,GoGurt Yogurt Tubes Strawberry and Blue Raspberry,120,16,1144
13093,Camembert,2,16,8
13102,Ultra Thin Turkey,96,20,132
13122,Cranberry Walnut Granola,57,14,1808
13123,"Echinacea, 400 mg, Capsules",47,11,2582
13129,"Delifresh Mesquite Turkey Breast, 98% Fat Free, Gluten Free",96,20,4771
13132,Organic Maple Drinkable Yogurt,120,16,1145
13146,No Salt Cashews,117,19,2553
13147,GOLEAN Crisp! Toasted Berry Crumble Cereal,121,14,5689
13164,Honey Bunches Of Oats With Crispy Almonds Cereal,121,14,5523
13166,"Organic Milk Reduced Fat, 2% Milkfat",84,16,7621
13170,"Tangerine 1,000 mg Vitamin C Dietary Supplement",47,11,6615
13175,Thin Sliced Powerseed Bread,112,3,1129
13176,Bag of Organic Bananas,24,4,186
13178,Spicy Indian Veggie Burger,42,1,3872
13180,Natural Sam E Full Potency 200 mg,47,11,8001
13181,Country Loaf,112,3,672
13185,"Vitamin C, 500 mg, Chewable Wafers, Mixed Fruit",47,11,7083
13187,Original Chicken Patties,42,1,985
13191,Sun Dried Tomato Halves,117,19,335
13198,85% Lean Ground Beef,122,12,2385
13202,Organic Grape Tomato,83,4,799
13205,"Kefir Cultured Milk Smoothie, Lowfat, Plain",120,16,5051
13216,Organic Peach,24,4,132
13218,Super Spicy Pumpkin Seeds,117,19,1129
13219,Organic Unsweetened Plain Soymilk,91,16,1101
13225,Lowfat Milk,84,16,24
13230,Wasabi & Soy Sauce Almonds,117,19,2348
13232,Strawberry 0% Fat Oikos Greek Yogurt,120,16,3650
13237,Original Egg Substitute,86,16,515
13238,"Aloe Vera Gel, Inner Fillet",47,11,3659
13243,Pocket Wheat Pita Bread,128,3,1188
13244,Vitamin D3 Dietary Supplement Tablet,47,11,5246
13249,Skim Milk,84,16,414
13252,Baguette Sourdough,112,3,4977
13263,Non Fat Acai & Mixed Berries Yogurt,120,16,130
13266,Manchego,2,16,575
13269,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,120,16,4046
13282,Multigrain Wraps,128,3,155
13286,Dairy Pure Fat Free Milk,84,16,1237
13287,Bistro Bowl Chicken Caesar Salad,123,4,3559
13291,Organic Cabbage,83,4,656
13294,Asian Veggie Patties,42,1,1934
13309,Abate Fetel Pear,24,4,306
13318,Organic YoToddler Pouch Pear Spinach Mango Yogurt,120,16,2242
13320,Lorraine Swiss,2,16,549
13324,Premium Extract Milk Thistle Standardized Capsules 80% Silymarin Dietary Supplement,47,11,7417
13329,Cranberry Almond Granola  Gluten Free,57,14,3009
13334,Strawberry Blueberry Yogurt,120,16,1145
13342,Gluten Free Plain Bread,112,3,4326
13351,Total 0% Peach Yogurt,120,16,130
13365,Oven Roasted Turkey Breast Reduced Sodium,96,20,2494
13386,Extra Grainy Cracked Wheat & Oats Bread,112,3,4326
13394,Antioxidant Vitamin C Goji Berries,117,19,7854
13401,Valerian Extract,47,11,132
13409,Dubliner Wedge Pre Cut Cheese,2,16,2865
13430,Premium Light Tuna in Water,95,15,4523
13435,Amish Blue Cheese,2,16,335
13461,Epoisses Cheese,2,16,364
13479,Coffee All Natural Lowfat Yogurt,120,16,130
13487,Acetyl L Carnitine 500 Mg,47,11,8087
13497,Gluten and Dairy Free Sonoma Veggie Burger,42,1,4135
13512,Organic Smoked Chicken Breast,96,20,762
13517,Whole Wheat Bread,112,3,602
13520,Citric Acid,47,11,132
13531,Petite Camembert Cheese,2,16,8
13544,3 Color Deli Coleslaw,123,4,4402
13552,Potato Roll Sandwich Thins,112,3,697
13563,Mushroom Baby Bella,123,4,675
13568,Yogurt Almond Milk Coconut,84,16,130
13575,Apples,24,4,672
13579,Sun-Dried Tomato Basil 6 Ct Wraps,128,3,2035
13582,Light Italian Bread,112,3,335
13589,Dried Porcini Mushrooms,123,4,535
13594,Good Friends Cereal,121,14,515
13609,"Heirloom Brown Eggs, Cage Free",86,16,1150
13611,Greek Nonfat Yogurt Strawberry,120,16,1144
13616,Steam Fingerling Potato,123,4,132
13623,Heirloom Navel Orange,24,4,1024
13626,Simply 100 Vanilla Blended Non-Fat Greek Yogurt,120,16,1223
13629,Organic Snipped Green Beans,83,4,2445
13631,Bacon Cheddar Beef Burger,122,12,3559
13638,Light White Chocolate Strawberry Fat Free Yogurt,120,16,1145
13640,Asian Pears,24,4,647
13663,Power Up Greens Baby Kale & Greens,123,4,2881
13672,Natural Raw Almonds,117,19,538
13680,Every Woman's One Daily 40+ Multivitamin,47,11,5570
13693,Small Lamb Loin Chops,122,12,6155
13698,Greek Raspberry Whole Milk Yogurt,120,16,1144
13702,Good Seed Organic Thin Sliced Bread,112,3,3084
13712,Cold Brew Coffee Double Espresso with Almond Milk,91,16,5002
13720,Yellow Peach,24,4,615
13721,Organic Alphonso Mango Lassi,120,16,2979
13733,Red Potatoes,83,4,515
13747,"Honeycrisp Apples, Bag",24,4,45
13763,Organic Baby Cereal Protein-Packed Quinoa 6+Mths,121,14,4642
13766,Natural Goat Cheese,2,16,602
13773,Roast Turkey Breast Slices Turkey,96,20,3280
13781,Milano Salame,96,20,673
13785,Lettuce Boston,83,4,1331
13794,Organic Sprouted Honey Wheat Bread with Flaxseed,112,3,3838
13803,Vegetarian Fed Hens Grade A Brown Eggs Large,86,16,3059
13806,1% Milkfat Low Fat Vitamin A & D Milk,84,16,6433
13808,Organic Black Cherry Lowfat Yogurt,120,16,130
13818,Berry Colossal Crunch Cereal,121,14,1821
13819,Roasted Salted Cashews,117,19,4051
13822,Super Soft Flour Tortillas,128,3,3029
13828,Garlic & Herbs Spreadable Cheese,2,16,4116
13834,Ultra Thin Oven Roasted Turkey Breast,96,20,4493
13836,Fromage Blanc Cheese,2,16,364
13852,Organic Broccoli Crown,83,4,532
13860,Tomatoes Kumato,83,4,1168
13869,Small Soft and Fluffy Flour Tortillas,128,3,5881
13872,Trimmed Green Beans,123,4,227
13882,Goat Milk Yogurt Blueberry,120,16,1145
13887,Chunk White in Water To Go Tuna Cups,95,15,1458
13900,Vanilla Whole Milk Yogurt,120,16,1145
13907,Organic Seedless Raisins,117,19,367
13916,Premium Crab Meat,95,15,1483
13917,Organic Snackimals Chocolate Crisp Cereal,121,14,4964
13918,Silver Ultra Men's Multivitamin/Multimineral Supplement,47,11,8346
13923,Cucumbers,83,4,1260
13933,Milk Thistle,47,11,515
13935,Hot Chocolate All Natural,84,16,388
13949,Organic Extra Large Omega 3 Grade AA Eggs,86,16,5587
13971,Plain Round Challah Bread,112,3,2481
13975,Vitamin E 1000 IU,47,11,4859
13976,100% Whole Wheat Flour Tortillas,128,3,5305
13978,Sambucus Standardized Elderberry Gummies,47,11,6320
13983,Cocoa Mocha Almonds,117,19,1161
13988,Snow Peas,83,4,672
13991,Hearty Style 100% Whole Grain Whole Wheat Bread,112,3,4326
13992,Ultra Sharp Cheese Cheddar,2,16,2667
13997,Braeburn Apple,24,4,470
14001,Baguette,112,3,667
14002,Greek Yogurt Covered Craisins,117,19,3086
14005,Ultimate Caesar Salad Kit,123,4,697
14006,Mixed Berry Fruit On The Bottom Yogurt,120,16,2242
14014,Delightfully Turkish Sun Dried Figs,117,19,1357
14023,Milk Chocolate Hobnobs,84,16,2087
14035,Pediatric Fruit Flavor Electrolyte Solution,47,11,7045
14037,Greek Nonfat Strained Yogurt Blended with Blueberry,120,16,2242
14054,Mushroom Blend,123,4,615
14067,Puffed Corn Cereal,121,14,2007
14073,"Snacking Cheese, Fresh Mozzarella",2,16,2000
14075,Cranberry Creme Brulee Kefir Cultured Lowfat Milk Smoothie,120,16,5051
14082,Simply One Women One-Per-Day Multi-Vitamin Tablets,47,11,8137
14084,Organic Unsweetened Vanilla Almond Milk,91,16,2322
14088,Oregon Raspberry Lowfat Yogurt,120,16,1144
14089,Organic Freeze Dried Bananas,117,19,1692
14103,Kelp 660 mg Capsules,47,11,291
14108,Chop Italian Bistro Bowl,123,4,3280
14111,"Light, Very Vanilla",120,16,1025
14121,Organic Yo Kids Squeezers,120,16,5557
14125,Potassium Gluconate 595 mg Caplets,47,11,8305
14141,Mulberry Berries,117,19,1359
14146,Sliced Wheat Bread,112,3,602
14159,Seedless Watermelon,24,4,2386
14161,Kiwi,24,4,2346
14177,Chocolate Almond Milk,91,16,1161
14183,Fruit & Nutty Almonds Raisins Cranberries Pecans Granola,57,14,4213
14184,Boneless Herring Fillets Kippered Seafood Snacks,95,15,7336
14190,Greek Strawberry Nonfat Yogurt,120,16,1056
14214,Gentle Iron 28mg Capsules,47,11,7556
14218,Grade A Large Eggs Cage Free Omega 3,86,16,6971
14227,Honey Nut Dream Granola,57,14,715
14235,Three Cheese Semolina Loaf,112,3,6206
14246,DHA 3-6-9 Blend Udo's Oil,47,11,1950
14260,"Organic Red Potatoes, Bag",83,4,227
14266,"Flax Oil, Fresh",47,11,691
14269,Prenatal DHA,47,11,7498
14281,Gummy Vites Complete,47,11,3184
14300,Bonito del Norte in Olive Oil,95,15,725
14309,Sprouted Pumpkin Seeds with Celtic Sea Salt,117,19,3382
14322,Gluten-Free Vegetarian and Dairy Free Burrito,42,1,2029
14333,Pluot,24,4,673
14334,Fruit & Nut Medley,117,19,1796
14344,Sheepherders Bread,112,3,3139
14347,Mortadella,96,20,673
14354,Sprouted Seven Grain Reduced Sodium Sliced Bread,112,3,5453
14357,Three Cheese Pizza Shell,128,3,1748
14358,Organic Almond Chocolate Non Dairy Beverage,91,16,7387
14362,L Glutamine (Free Form) 500 mg,47,11,8001
14369,"Arctic Cod Liver Oil, Great Orange Taste!",47,11,1971
14370,Organic Dark Chocolate Chewy Banana Bites,117,19,728
14371,Organic Nonfat Milk,84,16,307
14378,Finocchiona Salami,96,20,1112
14382,"1000 mg, Capsules",47,11,1240
14391,Herb Salami,96,20,5
14398,Yerbamate Lemon Energy Shot,47,11,799
14410,Spicy Black Bean Veggie Burgers,42,1,3559
14437,Total Greek Yogurt With Honey,120,16,2242
14444,Smokehouse Almonds,117,19,86
14451,Challah Raisin Bread,112,3,454
14459,Strawberry Guanabana Asian Yogurt,120,16,1144
14460,Florida Avocado,24,4,607
14467,Sweet Baguette,112,3,145
14486,One Bun Multigrain Whole Grain Pita,128,3,5284
14498,Farmhouse Potato Bread,112,3,602
14508,Flour Soft Taco Tortillas,128,3,2475
14509,Whole Milk Pure Blueberry,120,16,857
14511,Grated Pecorino Romano,2,16,512
14522,Premium Chunk Light Tuna in Water,95,15,4524
14523,Organic  No Salt Sprouted Multigrain Bread,112,3,6736
14538,Soft Giant Bread,112,3,231
14540,Organic Beefsteak Tomato,83,4,2561
14553,Oats & Honey Granola,57,14,5452
14557,Uncured Turkey Pastrami,96,20,439
14565,Roadhouse with Bean Chili,95,15,1255
14566,Thick & Creamy Strawberry Flavored Lowfat Yogurt,120,16,2242
14575,Organic Cello Lettuce,83,4,1176
14585,Portabella Mushrooms,123,4,687
14592,Crispy Fruit Freeze-Dried Asian Pear,117,19,109
14596,Organic Raisin Bread,112,3,4935
14607,Organic Lowfat Strawberry Yogurt Kefir,120,16,1231
14618,Bag Of Baby Lemons,24,4,3258
14637,"Coconut, Sweet Young, Thai",123,4,1972
14641,B 50 Complex,47,11,640
14651,Tommy/Kent/Keitt/Haden Mango,24,4,5909
14657,Whole Wheat Challah Rolls,112,3,776
14668,Organic Premium Sweet Petite Mini Peeled Carrots,123,4,2710
14671,Hydroponic Bibb Lettuce,83,4,1486
14682,Whole Grain Bread,112,3,683
14694,Lightly Salted Pistachios,117,19,2674
14699,"Taquitos, Crispy, Large, Vegan Chorizo & Black Bean Style 8 Count",42,1,5533
14702,Maple Honey Ham,96,20,615
14704,Organic Bagged Valencia Oranges,24,4,2436
14714,"Ground Flaxseed, Almonds, Brazil Nuts, Walnuts, Co-Enzyme Q10",117,19,6637
14720,Gluten Free Mushroom Risotto Veggie Burgers,42,1,6794
14727,Yellow Onion,123,4,656
14730,Gold Pineapple,24,4,799
14731,Brain & Focus Food-Based Formula Multivitamin Tablets,47,11,5246
14767,Organic Grass Fed Beef,122,12,656
14769,Original Deli-Style Tuna Salad Kit,95,15,5137
14781,Dairy Free Lite Culinary Coconut Milk,91,16,2954
14784,Nux Vomica 30 C,47,11,2960
14811,Healthy Grains Low Fat Banana Nut Clusters,57,14,2546
14815,Health Nut Bread,112,3,615
14816,Hawaiian BBQ Macadamia Nuts,117,19,1078
14828,Select Cashews Almonds & Pecans Mixed Nuts,117,19,748
14834,Caramel Crunch Cereal,121,14,594
14837,L Glutamine,47,11,1386
14848,Vegan Citrus Sparerib Cutlets,42,1,1626
14853,Organic Oat Non-Dairy Original Beverage,91,16,1703
14857,"Cashews, Applewood Smoked",117,19,396
14861,Chocolate Cereal,121,14,453
14870,Icelandic Style Fat Free Plain Yogurt,120,16,1766
14874,Organic Eggs Large,86,16,132
14875,Soft & Smooth Whole Grain White Bread,112,3,4326
14876,Soppresata Dry Salame,96,20,3660
14882,2% Milkfat Reduced Fat Milk,84,16,7621
14883,Organic Cream Top Vanilla Yogurt,120,16,1056
14886,Genoa Salami,96,20,489
14888,98% Fat Free Premium Ham in Natural Juices,96,20,4795
14889,Light Garlic & Herbs Cheese Dip,2,16,1751
14890,Shelled Walnuts,117,19,65
14893,Ciliegine Mozzarella,2,16,3864
14897,Sweet Potato Yam,83,4,5053
14901,Raisins,117,19,387
14903,Whips! Orange Creme Flavored Lowfat Yogurt Mousse,120,16,2242
14911,Rye-Ola Pumpernickel Bread,112,3,234
14917,Blackberry Yogurt,120,16,1056
14927,Blueberry,24,4,615
14939,Asiago Freshly Shredded,2,16,573
14946,Organic Yummy Veggie Nutrition Chocolate Milkshake,84,16,6514
14948,Microwave-Ready Idaho Potato,83,4,1152
14950,High Quality Glutamine Powder,47,11,2088
14952,Sweet & Crunchy Salad Blend,123,4,6454
14966,Organic Mandarins,24,4,418
14981,100% Florida Super Red Grapefruit Juice,24,4,893
14992,Green Beans,83,4,568
14994,Baby Dynamic Duo Potatoes,83,4,675
14999,Grade A Large Brown Eggs,86,16,2364
15001,Honey Roasted Chickpea Snacks,117,19,1339
15025,Brown Fertile Jumbo Grade AA Eggs,86,16,2364
15040,Organic Acorn Squash,83,4,272
15046,Arsenicum Album 30 C - 80 CT,47,11,7146
15052,Pistachio Kernels,117,19,1084
15053,Lowfat Pomegranate Kefir Probiotic Cultured Milk Smoothie,120,16,2242
15055,Boneless Veal Stew Meat,122,12,1907
15062,Turmeric Force Liquid V Caps,47,11,5998
15070,Low Fat Vanilla Non Dairy Yogurt,120,16,130
15072,"Chili Pepper, Lightly Dried",123,4,149
15079,Turnip,83,4,132
15081,"Eggs, Organic, Pasture-Raised, Large",86,16,2698
15082,Deli Style Roast Beef Thin Sliced,96,20,2236
15087,Sugar Free 100% Whole Grain Wheat Bread,112,3,4348
15094,Edamame Dry Roasted Spicy Wasabi,117,19,2858
15098,DailyWellness PlantForce Liquid Iron,47,11,3027
15100,Fresh Spinach,123,4,454
15101,Ashwagandha Root Vegetarian Liquid Phyto-Caps,47,11,5374
15105,Garcinia Cambogia,47,11,161
15119,Black Pepper Beef,96,20,335
15120,Classic Vanilla Yogurt,120,16,1056
15121,Raw Pecans,117,19,1
15130,Fresh Cut Baby Carrots,123,4,2188
15133,Milk Thistle Standardized,47,11,656
15135,"Wraps, Multi-Grain",128,3,1342
15136,Vanilla Bean Almond Milk,91,16,2424
15142,Low Fat Milk With Vitamins A & D,84,16,5994
15143,Blueberry Pint,24,4,342
15146,Vanilla Rice Drink,91,16,2602
15154,Organic Gluten Free Sprouted Corn Flakes,121,14,7834
15159,Flour Burrito Tortillas,128,3,3959
15163,Organic Vanilla Coconut Milk Yogurt,120,16,1056
15177,Apple Freeze Dried Organic,117,19,132
15178,Organic Vegetable Medley,123,4,132
15180,Oikos Toasted Coconut Chocolate Crunch Yogurt,120,16,2242
15200,Organic Green Beans,83,4,198
15202,White Premium Chunk Chicken Breast With Rib Meat in Water,95,15,6621
15205,Sardines With Lemon Packed In Olive Oil,95,15,3678
15215,Butter Babies Potatoes,83,4,453
15218,"Yogurt, Greek Style, Honey Peach",120,16,1574
15221,2% Milk,84,16,2659
15226,Whole Rye Bread,112,3,602
15232,Honey Bunches of Oats Crunchy Honey Roasted Cereal,121,14,6223
15234,Mangos,24,4,624
15241,Original Gourmet Granola,57,14,2008
15263,Simply...Go-Gurt Strawberry/Mixed Berry Variety Pack Portable Low Fat Yogurt,120,16,3679
15273,Organic Jumbo Grade A Pastured Eggs,86,16,6455
15278,Gluten Free Ivory Teff Wraps,128,3,8144
15279,Soy Milk Plain,91,16,568
15290,Orange Bell Pepper,83,4,568
15292,Made Vitamin D3 1000 I.U,47,11,5587
15293,Classic Iceberg Salad,123,4,697
15297,Strawberry Oikos Greek Yogurt,120,16,3650
15298,Genoa Salame Tradizionale,96,20,1924
15299,Aged Garlic Extract Cardiovascular Formula 100 Supplement,47,11,8728
15307,Organic Life Vitamins Raspberry Cranberry Flavor Liquid,47,11,1808
15310,Double Fiber Wheat Bread,112,3,3187
15311,Original Organic Soymilk,91,16,1828
15325,Asian Sesame Chopped Salad Kit,123,4,697
15343,Coffee Blended Low-Fat Greek Yogurt,120,16,2242
15347,Mercurius Solubilis 30C Homeopathic Pellets,47,11,7146
15361,Pumpkin Bread,112,3,453
15366,Blueberry Soy Yogurt,120,16,1145
15368,2% Greek Style Vanilla Yogurt,120,16,1231
15390,All Natural Plain Yogurt,120,16,130
15393,"Vitamin B-12, 1000 mcg",47,11,5937
15399,"Almondmilk Creamer, Vanilla",91,16,938
15405,Pacific Northwest Wild Albacore Tuna,95,15,4986
15431,Danimals Squeezables Lowfat Yogurt Cotton Candy Flavor,120,16,5365
15441,Peeled and Steamed Garbanzo Beans,123,4,3054
15442,Solid White Albacore Tuna in Spring Water,95,15,1579
15444,Thin Pork Loin Chops,122,12,1186
15446,Fresh Red Grapefruit,123,4,893
15450,Vitex Berry Vegetarian Liquid Phyto-Caps,47,11,2849
15451,Pork Shoulder Butt Roast,122,12,762
15454,Tuna Fillets With Jalapeño in Olive Oil,95,15,1450
