product_id,product_name,aisle_id,department_id,nid,name,serving_size,total_fat,fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,protein,carbohydrate,sugars,product_freq
36360,Lightly Salted Almonds,117,19,3049,"Nuts, lightly salted, oil roasted, almonds",100 g,55g,55.17 g,4.2g,0,143.00 mg,52.1 mg,27.00 mcg,0,3.665 mg,0.229 mg,0.781 mg,0.092 mg,1.00 IU,0.00 mcg,0.118 mg,0.0 mg,0,25.97 mg,0.0 mcg,291.00 mg,0.955 mg,3.68 mg,274.00 mg,2.460 mg,466.00 mg,699.00 mg,4.1 mcg,3.07 mg,21.23 g,17.68 g,4.55 g,1165
2748,Organic Reduced Fat Omega-3 Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,5159
17316,Vitamin D Organic Whole Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,10329
32566,Dha Omega 3 Vitamin D Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,7751
35914,Dha Omega 3 Reduced Fat 2% Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,10148
43693,Whole Vitamin D Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,4200
45279,Organic Fat Free Dha Omega 3 Milk,84,16,6615,"Milk, without added vitamin A and vitamin D, 3.25% milkfat, whole",100 g,3.3g,3.27 g,1.9g,10mg,43.00 mg,14.3 mg,5.00 mcg,0.00 mcg,0.089 mg,0.373 mg,0.169 mg,0.046 mg,162.00 IU,0.45 mcg,0.036 mg,0.0 mg,2.00 IU,0.07 mg,0.3 mcg,113.00 mg,0.025 mg,0.03 mg,10.00 mg,0.004 mg,84.00 mg,132.00 mg,3.7 mcg,0.37 mg,3.15 g,4.78 g,5.05 g,1074
611,Uncured Hard Salami,96,20,1945,"Beans, raw, mature seeds, navy",100 g,1.5g,1.50 g,0.2g,0,5.00 mg,87.4 mg,364.00 mcg,0.00 mcg,2.188 mg,0.744 mg,0.164 mg,0.775 mg,0.00 IU,0.00 mcg,0.428 mg,0,0.00 IU,0.02 mg,2.5 mcg,147.00 mg,0.834 mg,5.49 mg,175.00 mg,1.418 mg,407.00 mg,1185.00 mg,11.0 mcg,3.65 mg,22.33 g,60.75 g,3.88 g,2147
9387,Granny Smith Apples,24,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,36187
9507,Honey Turkey Breast,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,3100
10849,Hickory Smoked Ham,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1215
11463,Honey Ham,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1504
11526,Napa Cabbage,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2430
12779,Spaghetti Squash,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,3177
13237,Original Egg Substitute,86,16,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1978
13733,Red Potatoes,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,10415
17902,Liquid Egg Whites,86,16,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,6763
19049,Peeled Garlic,123,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,6259
19505,Sliced Mushrooms,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2530
21295,Organic Spaghetti Squash,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,13637
24184,Red Peppers,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,55280
24253,Go Lean Cereal,121,14,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,4718
25017,Organic Turkey Breast,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1326
27020,Mandarins Bag,24,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,5445
28999,Flank Steak,122,12,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2209
30494,Organic Mango Slices,117,19,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2777
32955,Carrot Chips,123,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1278
33320,Organic Banana Bites,117,19,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1019
35845,Yukon Gold Potato,123,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1046
36144,Smoked Turkey Breast,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2516
36149,Beast Burger,42,1,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2171
40556,Cornbread,112,3,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1173
40836,Anaheim Pepper,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1306
41213,French Loaf,112,3,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,3375
41277,French Bread,112,3,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1200
41565,Carrot Sticks,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2075
44142,Red Onion,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,43009
45116,Potatoes Sweet,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,1678
45453,Tomato Medley,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2241
48086,Black Forest Ham,96,20,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,2678
48364,Sweet Onion,83,4,515,Chicken spread,100 g,18g,17.56 g,3.2g,56mg,722.00 mg,0,3.00 mcg,0.00 mcg,2.748 mg,0.430 mg,0.114 mg,0.009 mg,99.00 IU,0.13 mcg,0.150 mg,0.0 mg,0,0,0,16.00 mg,0.040 mg,0.87 mg,12.00 mg,0.012 mg,89.00 mg,106.00 mg,10.8 mcg,1.15 mg,18.01 g,4.05 g,0.47 g,19501
9430,Organic Flax Plus Pumpkin Raisin Crunch Cereal,121,14,6779,"Cereals, dry, Cinnamon Raisin Pecan, KELLOGG'S SPECIAL K NOURISH",100 g,10g,10.39 g,1.3g,0,295.00 mg,0,154.00 mcg,0,7.690 mg,0,0.640 mg,0.570 mg,962.00 IU,2.00 mcg,0.760 mg,23.0 mg,187.00 IU,2.60 mg,0,385.00 mg,0,10.39 mg,115.00 mg,0,431.00 mg,326.00 mg,0,1.89 mg,14.10 g,61.90 g,23.79 g,1428
9426,Nine Grain Sourdough Dough,112,3,5305,"Crackers, whole wheat (includes multi-grain), saltines",100 g,11g,10.71 g,,0,1214.00 mg,8.1 mg,82.00 mcg,52.00 mcg,4.427 mg,0.654 mg,0.225 mg,0.465 mg,1.00 IU,0.00 mcg,0.213 mg,0.0 mg,0.00 IU,1.19 mg,18.3 mcg,0.00 mg,0.266 mg,5.14 mg,70.00 mg,1.494 mg,196.00 mg,221.00 mg,25.8 mcg,1.46 mg,7.14 g,68.25 g,0.00 g,1160
33909,Cracked Wheat Sourdough Loaf,112,3,5305,"Crackers, whole wheat (includes multi-grain), saltines",100 g,11g,10.71 g,,0,1214.00 mg,8.1 mg,82.00 mcg,52.00 mcg,4.427 mg,0.654 mg,0.225 mg,0.465 mg,1.00 IU,0.00 mcg,0.213 mg,0.0 mg,0.00 IU,1.19 mg,18.3 mcg,0.00 mg,0.266 mg,5.14 mg,70.00 mg,1.494 mg,196.00 mg,221.00 mg,25.8 mcg,1.46 mg,7.14 g,68.25 g,0.00 g,2293
35688,Cocoa Bunnies Whole Grain Cereal,121,14,5305,"Crackers, whole wheat (includes multi-grain), saltines",100 g,11g,10.71 g,,0,1214.00 mg,8.1 mg,82.00 mcg,52.00 mcg,4.427 mg,0.654 mg,0.225 mg,0.465 mg,1.00 IU,0.00 mcg,0.213 mg,0.0 mg,0.00 IU,1.19 mg,18.3 mcg,0.00 mg,0.266 mg,5.14 mg,70.00 mg,1.494 mg,196.00 mg,221.00 mg,25.8 mcg,1.46 mg,7.14 g,68.25 g,0.00 g,1498
1157,Wheat Sandwich Bread,112,3,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1031
2469,Italian Salad Blend,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1423
5566,Caesar Supreme Salad Kit,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1104
21497,White Sandwich Bread,112,3,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,6511
21872,Organic Italian Salad,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,10388
26312,Caesar Salad Kit,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,2021
28157,American Blend Salad,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,2016
35124,Southwest Chopped Salad Kit with Dressing,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1950
35383,Classic White Bread,112,3,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,6872
38734,Wheat Sandwich Thins,128,3,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1816
43086,Super Greens Salad,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,15298
48907,Garden Salad Mix,123,4,697,Poultry salad sandwich spread,100 g,14g,13.52 g,3.5g,30mg,653.00 mg,49.6 mg,5.00 mcg,0.00 mcg,1.669 mg,0.270 mg,0.071 mg,0.024 mg,140.00 IU,0.38 mcg,0.110 mg,1.0 mg,8.00 IU,2.20 mg,0.0 mcg,10.00 mg,0.030 mg,0.61 mg,10.00 mg,0.009 mg,33.00 mg,183.00 mg,10.9 mcg,1.04 mg,11.64 g,7.41 g,0.00 g,1339
10521,Carb Balance Small Fajita Whole Wheat Tortillas,128,3,4914,"MISSION FOODS, 8 inch, Soft Taco, MISSION Flour Tortillas",100 g,6g,6.00 g,0.7g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70 g,49.60 g,0,1212
12597,Organic Bakery Tortillas Whole Spelt,128,3,4914,"MISSION FOODS, 8 inch, Soft Taco, MISSION Flour Tortillas",100 g,6g,6.00 g,0.7g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70 g,49.60 g,0,1849
